,Unnamed: 0,melid,bar,beat,target,prediction_no_melody,prediction_with_melody,notes
21363,21363,321,0,0,C-7,C-7,C-7,0
21364,21364,321,0,0,F7,F7,F7,0
21365,21365,321,0,0,F-7,Bbmaj7,Bbmaj7,0
21366,21366,321,0,0,Bb7,Bb7,Bb7,0
21367,21367,321,0,0,Ebmaj7,Ebmaj7,Ebmaj7,0
21368,21368,321,0,0,Eb-6,Eb-6,Eb-6,0
21369,21369,321,0,0,Bbmaj7,Bbmaj7,Bbmaj7,0
21370,21370,321,0,0,G7,G7,G7,0
21371,21371,321,0,0,C-7,C-7,Bbmaj7,0
21372,21372,321,0,0,F7,F7,F7,0
21373,21373,321,0,0,Bbmaj7,Bbmaj7,Bbmaj7,0
21374,21374,321,0,0,G7,G7,G7,0
21375,21375,321,0,0,C-7,C-7,C-7,0
21376,21376,321,0,0,F7,F7,F7,0
21377,21377,321,0,0,Bbmaj7,Bbmaj7,Bbmaj7,0
21378,21378,321,0,0,G7,G7,G7,0
21379,21379,321,0,0,C-7,C-7,C-7,0
21380,21380,321,0,0,F7,F7,F7,0
21381,21381,321,0,0,F-7,Bbmaj7,Bbmaj7,0
21382,21382,321,0,0,Bb7,Bb7,Bb7,0
21383,21383,321,0,0,Ebmaj7,Ebmaj7,Ebmaj7,0
21384,21384,321,0,0,Eb-6,Eb-6,Eb-6,0
21385,21385,321,0,0,Bbmaj7,Bbmaj7,Bbmaj7,0
21386,21386,321,0,0,G7,G7,G7,0
21387,21387,321,0,0,Bbmaj7,C-7,C-7,0
21388,21388,321,0,0,D7,G-7,G7,0
21389,21389,321,0,0,G7,G7,G7,0
21390,21390,321,0,0,C7,C7,C7,0
21391,21391,321,0,0,F7,F7,F7,0
21392,21392,321,0,0,Bbmaj7,Bbmaj7,Bbmaj7,0
21393,21393,321,0,0,G7,G7,G7,0
21394,21394,321,0,0,C-7,C-7,C-7,0
21395,21395,321,0,0,F7,F7,F7,0
21396,21396,321,0,0,Bbmaj7,Bbmaj7,Bbmaj7,0
21397,21397,321,0,0,G7,G7,G7,0
21398,21398,321,0,0,C-7,C-7,C-7,0
21399,21399,321,0,0,F7,F7,F7,0
21400,21400,321,0,0,F-7,Bbmaj7,Bbmaj7,0
21401,21401,321,0,0,Bb7,Bb7,Bb7,0
21402,21402,321,0,0,Ebmaj7,Ebmaj7,Ebmaj7,0
21403,21403,321,0,0,Eb-6,Eb-6,Eb-6,0
21404,21404,321,0,0,Bbmaj7,Bbmaj7,Bbmaj7,0
21405,21405,321,0,0,G7,G7,G7,0
21406,21406,321,0,0,Bbmaj7,C-7,Bbmaj7,0
21407,21407,321,0,0,Bbmaj7,G-7,G7,0
21408,21408,321,0,0,G7,G7,G7,0
21409,21409,321,0,0,C-7,C-7,C-7,0
21410,21410,321,0,0,F7,F7,F7,0
21411,21411,321,0,0,Bbmaj7,Bbmaj7,Bbmaj7,0
21412,21412,321,0,0,G7,G7,G7,0
21413,21413,321,0,0,C-7,C-7,C-7,0
21414,21414,321,0,0,F7,F7,F7,0
21415,21415,321,0,0,F-7,Bbmaj7,Bbmaj7,0
21416,21416,321,0,0,Bb7,Bb7,Bb7,0
21417,21417,321,0,0,Ebmaj7,Ebmaj7,Ebmaj7,0
21418,21418,321,0,0,Eb-6,Eb-6,Eb-6,0
21419,21419,321,0,0,Bbmaj7,Bbmaj7,Bbmaj7,0
21420,21420,321,0,0,G7,G7,G7,0
21421,21421,321,0,0,C-7,C-7,Bbmaj7,0
21422,21422,321,0,0,F7,F7,F7,0
21423,21423,321,0,0,Bbmaj7,Bbmaj7,Bbmaj7,0
21424,21424,321,0,0,G7,G7,G7,0
21425,21425,321,0,0,C-7,C-7,C-7,0
21426,21426,321,0,0,F7,F7,F7,0
21427,21427,321,0,0,Bbmaj7,Bbmaj7,Bbmaj7,0
21428,21428,321,0,0,G7,G7,G7,0
21429,21429,321,0,0,C-7,C-7,C-7,0
21430,21430,321,0,0,F7,F7,F7,0
21431,21431,321,0,0,F-7,Bbmaj7,Bbmaj7,0
21432,21432,321,0,0,Bb7,Bb7,Bb7,0
21433,21433,321,0,0,Ebmaj7,Ebmaj7,Ebmaj7,0
21434,21434,321,0,0,Eb-6,Eb-6,Eb-6,0
21435,21435,321,0,0,Bbmaj7,Bbmaj7,Bbmaj7,0
21436,21436,321,0,0,G7,G7,G7,0
21437,21437,321,0,0,Bbmaj7,C-7,C-7,0
21438,21438,321,0,0,D7,G-7,G7,0
21439,21439,321,0,0,G7,G7,G7,0
21440,21440,321,0,0,C7,C7,C7,0
21441,21441,321,0,0,F7,F7,F7,0
21442,21442,321,0,0,Bbmaj7,Bbmaj7,Bbmaj7,0
21443,21443,321,0,0,G7,G7,G7,0
21444,21444,321,0,0,C-7,C-7,C-7,0
21445,21445,321,0,0,F7,F7,F7,0
21446,21446,321,0,0,Bbmaj7,Bbmaj7,Bbmaj7,0
21447,21447,321,0,0,G7,G7,G7,0
21448,21448,321,0,0,C-7,C-7,C-7,0
21449,21449,321,0,0,F7,F7,F7,0
21450,21450,321,0,0,F-7,Bbmaj7,Bbmaj7,0
21451,21451,321,0,0,Bb7,Bb7,Bb7,0
21452,21452,321,0,0,Ebmaj7,Ebmaj7,Ebmaj7,0
21453,21453,321,0,0,Eb-6,Eb-6,Eb-6,0
21454,21454,321,0,0,Bbmaj7,Bbmaj7,Bbmaj7,0
21455,21455,321,0,0,G7,G7,G7,0
21456,21456,321,0,0,Bbmaj7,C-7,Bbmaj7,0
21457,21457,323,0,0,D-,G7,D7,0
21458,21458,323,0,0,D-,Eb7,D-,0
21459,21459,323,0,0,Eb-,G-,D-,0
21460,21460,323,0,0,D-,D-,E-7,0
21461,21461,323,0,0,D-,G-,D-7,0
21462,21462,323,0,0,D-,G-,D-7,0
21463,21463,323,0,0,Eb-,G-,D-7,0
21464,21464,323,0,0,D-,D-,E-7,0
21465,21465,324,0,0,Eb7,Eb7,Eb7,0
21466,21466,324,0,0,Bb7,Bb7,Bb7,0
21467,21467,324,0,0,Eb7,Eb7,Eb7,0
21468,21468,324,0,0,Bb7,Bb7,Bb7,0
21469,21469,324,0,0,D-7,G7,G7,0
21470,21470,324,0,0,G7,G7,G7,0
21471,21471,324,0,0,C-7,C-7,C-7,0
21472,21472,324,0,0,F7,F7,F7,0
21473,21473,324,0,0,Bb7,Bb7,Bb7,0
21474,21474,324,0,0,C-7,F7,F7,0
21475,21475,324,0,0,F7,F7,F7,0
21476,21476,324,0,0,Bb7,Bb7,Bb7,0
21477,21477,324,0,0,Eb7,F7,Eb7,0
21478,21478,324,0,0,Bb7,Bb7,Bb7,0
21479,21479,324,0,0,Eb7,Eb7,Eb7,0
21480,21480,324,0,0,Bb7,Bb7,Bb7,0
21481,21481,324,0,0,D-7,Eb7,G7,0
21482,21482,324,0,0,G7,G7,G7,0
21483,21483,324,0,0,C-7,C-7,C-7,0
21484,21484,324,0,0,F7,F7,F7,0
21485,21485,324,0,0,Bb7,Bb7,Bb7,0
21486,21486,324,0,0,C-7,F7,F7,0
21487,21487,324,0,0,F7,F7,F7,0
21488,21488,324,0,0,Bb7,Bb7,Bb7,0
21489,21489,324,0,0,Eb7,F7,Eb7,0
21490,21490,324,0,0,Bb7,Bb7,Bb7,0
21491,21491,324,0,0,Eb7,Eb7,Eb7,0
21492,21492,324,0,0,Bb7,Bb7,Bb7,0
21493,21493,324,0,0,D-7,C-7,G7,0
21494,21494,324,0,0,G7,G7,G7,0
21495,21495,324,0,0,C-7,C-7,C-7,0
21496,21496,324,0,0,F7,F7,F7,0
21497,21497,324,0,0,Bb7,Bb7,Bb7,0
21498,21498,324,0,0,C-7,F7,F7,0
21499,21499,324,0,0,F7,F7,F7,0
21500,21500,324,0,0,Bb7,Bb7,Bb7,0
21501,21501,324,0,0,Eb7,F7,Eb7,0
21502,21502,324,0,0,Bb7,Bb7,Bb7,0
21503,21503,324,0,0,Eb7,Eb7,Eb7,0
21504,21504,324,0,0,Bb7,Bb7,Bb7,0
21505,21505,324,0,0,D-7,C-7,G7,0
21506,21506,324,0,0,G7,G7,G7,0
21507,21507,324,0,0,C-7,C-7,C-7,0
21508,21508,324,0,0,F7,F7,F7,0
21509,21509,324,0,0,Bb7,Bb7,Bb7,0
21510,21510,324,0,0,C-7,F7,F7,0
21511,21511,324,0,0,F7,F7,F7,0
21512,21512,324,0,0,Bb7,Bb7,Bb7,0
21513,21513,324,0,0,Eb7,F7,Eb7,0
21514,21514,324,0,0,Bb7,Bb7,Bb7,0
21515,21515,324,0,0,Eb7,Eb7,Eb7,0
21516,21516,324,0,0,Bb7,Bb7,Bb7,0
21517,21517,324,0,0,D-7,C-7,G7,0
21518,21518,324,0,0,G7,G7,G7,0
21519,21519,324,0,0,C-7,C-7,C-7,0
21520,21520,324,0,0,F7,F7,F7,0
21521,21521,324,0,0,Bb7,Bb7,Bb7,0
21522,21522,324,0,0,C-7,F7,F7,0
21523,21523,324,0,0,F7,F7,F7,0
21524,21524,324,0,0,Bb7,Bb7,Bb7,0
21525,21525,324,0,0,Eb7,F7,Eb7,0
21526,21526,324,0,0,Bb7,Bb7,Bb7,0
21527,21527,324,0,0,Eb7,Eb7,Eb7,0
21528,21528,324,0,0,Bb7,Bb7,Bb7,0
21529,21529,324,0,0,D-7,C-7,G7,0
21530,21530,324,0,0,G7,G7,G7,0
21531,21531,324,0,0,C-7,C-7,C-7,0
21532,21532,324,0,0,F7,F7,F7,0
21533,21533,324,0,0,Bb7,Bb7,Bb7,0
21534,21534,324,0,0,C-7,F7,F7,0
21535,21535,324,0,0,F7,F7,F7,0
21536,21536,324,0,0,Bb7,Bb7,Bb7,0
21537,21537,324,0,0,Eb7,F7,Eb7,0
21538,21538,325,0,0,A7,A7,A7,0
21539,21539,325,0,0,Dmaj7,D-7,Dmaj7,0
21540,21540,325,0,0,D-7,E-7,Em7b5,0
21541,21541,325,0,0,G7,G7,G7,0
21542,21542,325,0,0,Cmaj7,Cmaj7,E7,0
21543,21543,325,0,0,C-7,A-7,E-7,0
21544,21544,325,0,0,F7,F7,F7,0
21545,21545,325,0,0,Bbmaj7,Bbmaj7,Bbmaj7,0
21546,21546,325,0,0,Ebmaj7,Eb7,Gbmaj7,0
21547,21547,325,0,0,E-7,Abmaj7,F7,0
21548,21548,325,0,0,F7,A7,A7,0
21549,21549,325,0,0,Bbmaj7,Bbmaj7,Bbmaj7,0
21550,21550,325,0,0,E-7,Eb7,Bb7,0
21551,21551,325,0,0,A7,A7,A7,0
21552,21552,325,0,0,E-7,Dmaj7,D-7,0
21553,21553,325,0,0,A7,A7,A7,0
21554,21554,325,0,0,Dmaj7,Dmaj7,Dmaj7,0
21555,21555,325,0,0,D-7,E-7,D-7,0
21556,21556,325,0,0,G7,G7,G7,0
21557,21557,325,0,0,Cmaj7,Cmaj7,E7,0
21558,21558,325,0,0,C-7,A7,E-7,0
21559,21559,325,0,0,F7,F7,F7,0
21560,21560,325,0,0,Bbmaj7,Bbmaj7,Bb6,0
21561,21561,325,0,0,Ebmaj7,Eb7,Eb-7,0
21562,21562,325,0,0,E-7,Abmaj7,F7,0
21563,21563,325,0,0,A7,A7,A7,0
21564,21564,325,0,0,Dmaj7,Dmaj7,Dmaj7,0
21565,21565,325,0,0,E-7,G7,Dmaj7,0
21566,21566,325,0,0,A7,A7,A-7,0
21567,21567,325,0,0,E-7,Dmaj7,Dmaj7,0
21568,21568,325,0,0,A7,A7,A-7,0
21569,21569,325,0,0,Dmaj7,Dmaj7,Dmaj7,0
21570,21570,325,0,0,D-7,E-7,Dmaj7,0
21571,21571,325,0,0,G7,G7,G7,0
21572,21572,325,0,0,Cmaj7,Cmaj7,E7,0
21573,21573,325,0,0,C-7,A7,E-7,0
21574,21574,325,0,0,F7,F7,F7,0
21575,21575,325,0,0,Bbmaj7,Bbmaj7,Bb6,0
21576,21576,325,0,0,Ebmaj7,Eb7,Gbmaj7,0
21577,21577,325,0,0,E-7,Abmaj7,F7,0
21578,21578,325,0,0,F7,A7,A7,0
21579,21579,325,0,0,Bbmaj7,Bbmaj7,Bbmaj7,0
21580,21580,325,0,0,E-7,Eb7,Eb7,0
21581,21581,325,0,0,A7,A7,A7,0
21582,21582,325,0,0,E-7,Dmaj7,Dmaj7,0
21583,21583,325,0,0,A7,A7,A7,0
21584,21584,325,0,0,Dmaj7,Dmaj7,Dmaj7,0
21585,21585,325,0,0,D-7,E-7,Dmaj7,0
21586,21586,325,0,0,G7,G7,G7,0
21587,21587,325,0,0,Cmaj7,Cmaj7,E7,0
21588,21588,325,0,0,C-7,A7,E-7,0
21589,21589,325,0,0,F7,F7,F7,0
21590,21590,325,0,0,Bbmaj7,Bbmaj7,Bb6,0
21591,21591,325,0,0,Ebmaj7,Bb-7,Gbmaj7,0
21592,21592,325,0,0,E-7,Abmaj7,E-7,0
21593,21593,325,0,0,A7,A7,A7,0
21594,21594,325,0,0,Dmaj7,Dmaj7,Dmaj7,0
21595,21595,325,0,0,E-7,G7,Dmaj7,0
21596,21596,325,0,0,A7,A7,A-7,0
21597,21597,325,0,0,E-7,Dmaj7,Dmaj7,0
21598,21598,325,0,0,A7,A7,A-7,0
21599,21599,325,0,0,Dmaj7,Dmaj7,Dmaj7,0
21600,21600,325,0,0,D-7,E-7,Dmaj7,0
21601,21601,325,0,0,G7,G7,G7,0
21602,21602,325,0,0,Cmaj7,Cmaj7,Cmaj7,0
21603,21603,325,0,0,C-7,A7,E-7,0
21604,21604,325,0,0,F7,F7,F7,0
21605,21605,325,0,0,Bbmaj7,Bbmaj7,Bbmaj7,0
21606,21606,325,0,0,Ebmaj7,Bb-7,Bb7,0
21607,21607,325,0,0,E-7,Abmaj7,E-7,0
21608,21608,325,0,0,F7,A7,A7,0
21609,21609,325,0,0,Bbmaj7,Bbmaj7,Bbmaj7,0
21610,21610,325,0,0,E-7,Eb-7,Bb7,0
21611,21611,325,0,0,A7,A7,A7,0
21612,21612,325,0,0,E-7,Dmaj7,Dmaj7,0
21613,21613,325,0,0,A7,A7,A7,0
21614,21614,325,0,0,Dmaj7,Dmaj7,Dmaj7,0
21615,21615,325,0,0,D-7,E-7,Dmaj7,0
21616,21616,325,0,0,G7,G7,G7,0
21617,21617,325,0,0,Cmaj7,Cmaj7,E7,0
21618,21618,325,0,0,C-7,A7,E-7,0
21619,21619,325,0,0,F7,F7,F7,0
21620,21620,325,0,0,Bbmaj7,Bbmaj7,Bb6,0
21621,21621,325,0,0,Ebmaj7,Bb-7,Bb7,0
21622,21622,325,0,0,E-7,Abmaj7,E-7,0
21623,21623,325,0,0,A7,A7,A7,0
21624,21624,325,0,0,Dmaj7,Dmaj7,Dmaj7,0
21625,21625,325,0,0,E-7,D-7,Dmaj7,0
21626,21626,325,0,0,A7,A7,A-7,0
21627,21627,325,0,0,E-7,Dmaj7,Dmaj7,0
21628,21628,326,0,0,Eb7,Eb7,Eb7,0
21629,21629,326,0,0,Bb7,Bb7,Bb7,0
21630,21630,326,0,0,Eb7,Eb7,Eb7,0
21631,21631,326,0,0,Bb7,Bb7,Bb7,0
21632,21632,326,0,0,G7,Eb7,G7,0
21633,21633,326,0,0,C-,C-7,C-7,0
21634,21634,326,0,0,F7,F7,C-7,0
21635,21635,326,0,0,Bb7,Bb7,Bb7,0
21636,21636,326,0,0,G7,F7,F7,0
21637,21637,326,0,0,C-7,C-7,C-7,0
21638,21638,326,0,0,F7,F7,F7,0
21639,21639,326,0,0,Bb7,Bb7,Bb7,0
21640,21640,326,0,0,Eb7,F7,F7,0
21641,21641,326,0,0,Bb7,Bb7,Bb7,0
21642,21642,326,0,0,Eb7,Eb7,Eb7,0
21643,21643,326,0,0,Bb7,Bb7,Bb7,0
21644,21644,326,0,0,G7,G7,G7,0
21645,21645,326,0,0,C-,C-7,C-7,0
21646,21646,326,0,0,F7,F7,C-7,0
21647,21647,326,0,0,Bb7,Bb7,Bb7,0
21648,21648,326,0,0,G7,F7,F7,0
21649,21649,326,0,0,C-7,C-7,C-7,0
21650,21650,326,0,0,F7,F7,F7,0
21651,21651,326,0,0,Bb7,Bb7,Bb7,0
21652,21652,326,0,0,Eb7,F7,F7,0
21653,21653,326,0,0,Bb7,Bb7,Bb7,0
21654,21654,326,0,0,Eb7,Eb7,Eb7,0
21655,21655,326,0,0,Bb7,Bb7,Bb7,0
21656,21656,326,0,0,G7,G7,G7,0
21657,21657,326,0,0,C-,C-7,C-7,0
21658,21658,326,0,0,F7,F7,C-7,0
21659,21659,326,0,0,Bb7,Bb7,Bb7,0
21660,21660,326,0,0,G7,F7,G7,0
21661,21661,326,0,0,C-7,C-7,C-7,0
21662,21662,326,0,0,F7,F7,F7,0
21663,21663,326,0,0,Bb7,Bb7,Bb7,0
21664,21664,326,0,0,Eb7,F7,F7,0
21665,21665,326,0,0,Bb7,Bb7,Bb7,0
21666,21666,326,0,0,Eb7,Eb7,Eb7,0
21667,21667,326,0,0,Bb7,Bb7,Bb7,0
21668,21668,326,0,0,G7,G7,G7,0
21669,21669,326,0,0,C-,C-7,C-7,0
21670,21670,326,0,0,F7,F7,C-7,0
21671,21671,326,0,0,Bb7,Bb7,Bb7,0
21672,21672,326,0,0,G7,F7,G7,0
21673,21673,326,0,0,C-7,C-7,C-7,0
21674,21674,326,0,0,F7,F7,F7,0
21675,21675,327,0,0,Bb7,Bb7,Bb7,0
21676,21676,327,0,0,F7,Eb7,F7,0
21677,21677,327,0,0,Bb7,Bb7,Bb7,0
21678,21678,327,0,0,F7,F7,F7,0
21679,21679,327,0,0,A-7,Bb7,A-7,0
21680,21680,327,0,0,D7,D7,D7,0
21681,21681,327,0,0,G-7,G-7,G-7,0
21682,21682,327,0,0,C7,C7,C7,0
21683,21683,327,0,0,F7,F7,F7,0
21684,21684,327,0,0,G-7,Bb7,C7,0
21685,21685,327,0,0,C7,C7,C7,0
21686,21686,327,0,0,F7,F7,F7,0
21687,21687,327,0,0,Bb7,Bb7,Bb7,0
21688,21688,327,0,0,F7,F7,F7,0
21689,21689,327,0,0,Bb7,Bb7,Bb7,0
21690,21690,327,0,0,F7,F7,F7,0
21691,21691,327,0,0,A-7,Bb7,A-7,0
21692,21692,327,0,0,D7,D7,D7,0
21693,21693,327,0,0,G-7,G-7,G-7,0
21694,21694,327,0,0,C7,C7,C7,0
21695,21695,327,0,0,F7,F7,F7,0
21696,21696,327,0,0,G-7,Bb7,C7,0
21697,21697,327,0,0,C7,C7,C7,0
21698,21698,327,0,0,F7,F7,F7,0
21699,21699,327,0,0,Bb7,Bb7,Bb7,0
21700,21700,327,0,0,F7,F7,F7,0
21701,21701,327,0,0,Bb7,Bb7,Bb7,0
21702,21702,327,0,0,F7,F7,F7,0
21703,21703,327,0,0,A-7,Bb7,A-7,0
21704,21704,327,0,0,D7,D7,D7,0
21705,21705,327,0,0,G-7,G-7,G-7,0
21706,21706,327,0,0,C7,C7,C7,0
21707,21707,327,0,0,F7,F7,F7,0
21708,21708,327,0,0,G-7,Bb7,C7,0
21709,21709,327,0,0,C7,C7,C7,0
21710,21710,327,0,0,F7,F7,F7,0
21711,21711,327,0,0,Bb7,Bb7,Bb7,0
21712,21712,327,0,0,F7,F7,F7,0
21713,21713,327,0,0,Bb7,Bb7,Bb7,0
21714,21714,327,0,0,F7,F7,F7,0
21715,21715,327,0,0,A-7,Bb7,A-7,0
21716,21716,327,0,0,D7,D7,D7,0
21717,21717,327,0,0,G-7,G-7,G-7,0
21718,21718,327,0,0,C7,C7,C7,0
21719,21719,327,0,0,F7,F7,F7,0
21720,21720,327,0,0,G-7,Bb7,C7,0
21721,21721,327,0,0,C7,C7,C7,0
21722,21722,327,0,0,F7,F7,F7,0
21723,21723,327,0,0,Bb7,Bb7,Bb7,0
21724,21724,327,0,0,F7,F7,F7,0
21725,21725,327,0,0,Bb7,Bb7,Bb7,0
21726,21726,327,0,0,F7,F7,F7,0
21727,21727,327,0,0,A-7,Bb7,A-7,0
21728,21728,327,0,0,D7,D7,D7,0
21729,21729,327,0,0,G-7,G-7,G-7,0
21730,21730,327,0,0,C7,C7,C7,0
21731,21731,327,0,0,F7,F7,F7,0
21732,21732,327,0,0,G-7,Bb7,C7,0
21733,21733,327,0,0,C7,C7,C7,0
21734,21734,327,0,0,F7,F7,F7,0
21735,21735,327,0,0,Bb7,Bb7,Bb7,0
21736,21736,327,0,0,F7,F7,F7,0
21737,21737,327,0,0,Bb7,Bb7,Bb7,0
21738,21738,327,0,0,F7,F7,F7,0
21739,21739,327,0,0,A-7,Bb7,A-7,0
21740,21740,327,0,0,D7,D7,D7,0
21741,21741,327,0,0,G-7,G-7,G-7,0
21742,21742,327,0,0,C7,C7,C7,0
21743,21743,327,0,0,F7,F7,F7,0
21744,21744,327,0,0,G-7,Bb7,C7,0
21745,21745,327,0,0,C7,C7,C7,0
21746,21746,327,0,0,F7,F7,F7,0
21747,21747,327,0,0,Bb7,Bb7,Bb7,0
21748,21748,327,0,0,F7,F7,F7,0
21749,21749,327,0,0,Bb7,Bb7,Bb7,0
21750,21750,327,0,0,F7,F7,F7,0
21751,21751,327,0,0,A-7,Bb7,A-7,0
21752,21752,327,0,0,D7,D7,D7,0
21753,21753,327,0,0,G-7,G-7,G-7,0
21754,21754,327,0,0,C7,C7,C7,0
21755,21755,327,0,0,F7,F7,F7,0
21756,21756,327,0,0,G-7,Bb7,C7,0
21757,21757,327,0,0,C7,C7,C7,0
21758,21758,327,0,0,F7,F7,F7,0
21759,21759,327,0,0,Bb7,Bb7,Bb7,0
21760,21760,328,0,0,F-7,C7,C7,0
21761,21761,328,0,0,F-7,Bb7,Bb7,0
21762,21762,328,0,0,Bb-7,Bb7,Bb7,0
21763,21763,328,0,0,Eb7,Eb7,F-7,0
21764,21764,328,0,0,Abmaj7,Ab7,Abmaj7,0
21765,21765,328,0,0,Dbmaj7,Db7,Dbmaj7,0
21766,21766,328,0,0,G7,Bb-7,D-7,0
21767,21767,328,0,0,Cmaj7,C-7,Cmaj7,0
21768,21768,328,0,0,C-7,F-7,F-7,0
21769,21769,328,0,0,F-7,F7,F-7,0
21770,21770,328,0,0,Bb7,Bb7,Bb7,0
21771,21771,328,0,0,Ebmaj7,Ebmaj7,Ebmaj7,0
21772,21772,328,0,0,Abmaj7,F-7,Abmaj7,0
21773,21773,328,0,0,A-7,Db7,Am7b5,0
21774,21774,328,0,0,D7,D7,D7,0
21775,21775,328,0,0,Gmaj7,Gmaj7,Gmaj7,0
21776,21776,328,0,0,A-7,Bb7,A-7,0
21777,21777,328,0,0,D7,D7,D7,0
21778,21778,328,0,0,Gmaj7,Gmaj7,Gmaj7,0
21779,21779,328,0,0,F#-7,Bb7,Am7b5,0
21780,21780,328,0,0,B7,B7,B7,0
21781,21781,328,0,0,Emaj7,Emaj7,Emaj7,0
21782,21782,328,0,0,C7#5,F-7,C7#5,0
21783,21783,328,0,0,F-7,Fmaj7,F-7,0
21784,21784,328,0,0,Bb-7,Bb7,Bb-7,0
21785,21785,328,0,0,Eb7,Eb7,Eb7,0
21786,21786,328,0,0,Abmaj7,Abmaj7,Abmaj7,0
21787,21787,328,0,0,Dbmaj7,Dbmaj7,Am7b5,0
21788,21788,328,0,0,Db-7,Bb-7,Db-7,0
21789,21789,328,0,0,C-7,Gb7,Gb7,0
21790,21790,328,0,0,Bdim,F7,Bb-7,0
21791,21791,328,0,0,Bb-7,Bb-7,Bb-7,0
21792,21792,328,0,0,Eb7,Eb7,Eb7,0
21793,21793,328,0,0,Abmaj7,Abmaj7,Abmaj7,0
21794,21794,328,0,0,G7,Dbmaj7,Gm7b5,0
21795,21795,328,0,0,C7,C7,C7,0
21796,21796,328,0,0,F-7,F-7,F-7,0
21797,21797,329,0,0,Bb7,Bb7,Bb7,0
21798,21798,329,0,0,F7,F7,F7,0
21799,21799,329,0,0,Bb7,Bb7,Bb7,0
21800,21800,329,0,0,F7,F7,F7,0
21801,21801,329,0,0,G-7,Bb7,Bb7,0
21802,21802,329,0,0,C7,C7,C7,0
21803,21803,329,0,0,F7,F7,F7,0
21804,21804,329,0,0,C7,Bb7,Bb7,0
21805,21805,329,0,0,F7,F7,F7,0
21806,21806,329,0,0,Bb7,Bb7,Bb7,0
21807,21807,329,0,0,F7,F7,F7,0
21808,21808,329,0,0,Bb7,Bb7,Bb7,0
21809,21809,329,0,0,F7,F7,F7,0
21810,21810,329,0,0,G-7,Bb7,Bb7,0
21811,21811,329,0,0,C7,C7,C7,0
21812,21812,329,0,0,F7,F7,F7,0
21813,21813,329,0,0,C7,Bb7,Bb7,0
21814,21814,329,0,0,F7,F7,F7,0
21815,21815,330,0,0,A-7,G7,D-7,0
21816,21816,330,0,0,Abmaj7,D7,D-7,0
21817,21817,330,0,0,Db7,G-7,F7,0
21818,21818,330,0,0,Cmaj7,G-7,Gbmaj7,0
21819,21819,330,0,0,Eb7,A-7,Dmaj7,0
21820,21820,330,0,0,D7,D7,E-7,0
21821,21821,330,0,0,Db7,G7,Db7,0
21822,21822,330,0,0,Cmaj7,E7,Cmaj7,0
21823,21823,330,0,0,A-7,A-7,Dmaj7,0
21824,21824,330,0,0,Abmaj7,D7,D7,0
21825,21825,330,0,0,Db7,A-7,F7,0
21826,21826,330,0,0,Cmaj7,Gmaj7,Gb7,0
21827,21827,330,0,0,Bb7,A-7,Dmaj7,0
21828,21828,330,0,0,Ab7,Ebmaj7,Cmaj7,0
21829,21829,330,0,0,Gb7,Db7,D-7,0
21830,21830,330,0,0,Fmaj7,E7,B7,0
21831,21831,330,0,0,D-7,E7,F-7,0
21832,21832,330,0,0,Dbmaj7,G7,G7,0
21833,21833,330,0,0,Gb7,E7,Cmaj7,0
21834,21834,330,0,0,Fmaj7,Bmaj7,Bmaj7,0
21835,21835,330,0,0,Ab7,E7,E7,0
21836,21836,330,0,0,G7,Db7,E7,0
21837,21837,330,0,0,Db7,C7,Cmaj7,0
21838,21838,330,0,0,Cmaj7,Gb7,Gbmaj7,0
21839,21839,330,0,0,A-7,F7,F7,0
21840,21840,330,0,0,Abmaj7,D7,D7,0
21841,21841,330,0,0,Db7,F7,F7,0
21842,21842,330,0,0,Cmaj7,Gb7,Gb7,0
21843,21843,330,0,0,Bb7,F7,Dmaj7,0
21844,21844,330,0,0,Ab7,Ebmaj7,Bmaj7,0
21845,21845,330,0,0,G7,Db7,Gbmaj7,0
21846,21846,330,0,0,Cmaj7,C7,Cmaj7,0
21847,21847,330,0,0,A-7,F7,Dbmaj7,0
21848,21848,330,0,0,Abmaj7,D7,D7,0
21849,21849,330,0,0,Db7,F7,Dbmaj7,0
21850,21850,330,0,0,Cmaj7,Gb7,Gb7,0
21851,21851,330,0,0,Eb7,F7,Dmaj7,0
21852,21852,330,0,0,D7,D7,Ab7,0
21853,21853,330,0,0,Db7,G7,D-7,0
21854,21854,330,0,0,Cmaj7,E7,Cmaj7,0
21855,21855,330,0,0,A-7,F7,Dmaj7,0
21856,21856,330,0,0,Abmaj7,D7,D7,0
21857,21857,330,0,0,Db7,A-7,F7,0
21858,21858,330,0,0,Cmaj7,G-7,Gb7,0
21859,21859,330,0,0,Bb7,F7,Dmaj7,0
21860,21860,330,0,0,Ab7,Ebmaj7,Cmaj7,0
21861,21861,330,0,0,Gb7,Db7,Gbmaj7,0
21862,21862,330,0,0,Fmaj7,E7,Cbmaj7,0
21863,21863,330,0,0,D-7,E7,F-7,0
21864,21864,330,0,0,Dbmaj7,G7,G7,0
21865,21865,330,0,0,Gb7,E7,Cmaj7,0
21866,21866,330,0,0,Fmaj7,Bmaj7,Bmaj7,0
21867,21867,330,0,0,Ab7,E7,F7,0
21868,21868,330,0,0,G7,Db7,Dbmaj7,0
21869,21869,330,0,0,Db7,C7,Cmaj7,0
21870,21870,330,0,0,Cmaj7,Gb7,Cmaj7,0
21871,21871,330,0,0,A-7,F7,Dmaj7,0
