,melid,bar,beat,target,prediction_no_melody,prediction_with_melody,notes,fold
24868,381,12,1,F7,F7,Eb7,"70,68,70,68,65,68,65,64,63,60",6
24869,381,13,1,Bb7,Bb7,Bb7,"67,65,67,65",6
24870,381,14,1,Eb7,Eb7,Eb7,"60,56,50,67,65,60,56",6
24871,381,15,1,Bb7,Bb7,Bb7,"67,68,67,65,60,56,53,56,67,53,56,67,53,56,67,60,61",6
24872,381,17,1,Eb7,Eb7,Eb7,"72,60,61,72,60,61,72,60,61,72,60,61,72",6
24873,381,19,1,Bb7,Bb7,Bb7,"70,66,68,65",6
24874,381,20,1,D-7,D-7,Eb7,"53,57,60",6
24875,381,20,3,G7,G7,G7,"57,58,59,62,65,68,67,65",6
24876,381,21,1,C-7,C-7,C-7,"62,63,65,66,67,69,71,74,71,72,75,71",6
24877,381,22,1,F7,F7,F7,"67,68,69,68,65,67",6
24878,381,23,1,Bb7,Bb7,Bb7,"68,64,60,64",6
24879,381,24,1,F7,F7,C-7,"64,64,61,62",6
24880,381,25,1,Bb7,Bb7,Bb7,56,6
24881,381,26,1,Eb7,Eb7,Eb7,,6
24882,382,2,1,G6,A-7,G6,"62,64,65,66",3
24883,382,3,1,Gmaj7,Gmaj7,G-7,"67,69,66,67",3
24884,382,4,1,G6,Cmaj7,G6,"62,61,62",3
24885,382,5,1,G-7,Gmaj7,G-7,55,3
24886,382,6,1,G-6,G-6,G-6,"62,64,66,67,69",3
24887,382,7,1,G-7,G-7,G-7,"66,67,62",3
24888,382,8,1,G-6,G-6,G-6,"61,62,55",3
24889,382,9,1,Am7b5,G-7,Am7b5,"61,62,55",3
24890,382,10,1,D7,D7,D7,"61,62,55",3
24891,382,11,1,Bm7b5,Gmaj7,Bm7b5,,3
24892,382,12,1,E7,E7,E7,"61,62,55,61,62,55",3
24893,382,13,1,A-7,A-7,A-7,,3
24894,382,14,1,D7,D7,D7,"58,59,55,61,62,55",3
24895,382,15,1,Gmaj7,Gmaj7,G,"55,65",3
24896,382,17,1,C-7,G6,G6,"67,62,65,62,63",3
24897,382,18,1,F7,F7,F7,"60,62,58,60,57",3
24898,382,19,1,Bbmaj7,Bbmaj7,Bbmaj7,"58,57,53,55",3
24899,382,20,1,G-7,G-7,G-7,"50,53,52,51,53,55,58",3
24900,382,21,1,C-7,C-7,C-7,"62,63,64,65,64,63,62,60,58",3
24901,382,22,1,F7,F7,F7,"57,54,53,51,50,58,60",3
24902,382,23,1,Bbmaj7,Bbmaj7,Bbmaj7,"57,59,58,65,69,65,67,62,65",3
24903,382,25,1,A-7,G-7,Bb-7,,3
24904,382,26,1,D7,D7,D7,"63,61,62,60",3
24905,382,27,1,Gmaj7,Gmaj7,G-7,"59,57,55,54,57,54,55,54,55,58,62,66,62,64",3
24906,382,29,1,F#-7,G6,C-7,"63,61,57,54,57,61,64",3
24907,382,30,1,B7,E7,B7,"68,66,64,61,57,54,63,61",3
24908,382,31,1,Emaj7,E7,Emaj7,"59,58,57,56,58,59,61,63",3
24909,382,32,1,A-7,A-7,A-7,"66,63,64,60",3
24910,382,32,3,D7,D7,D7,"57,55,54,57",3
24911,382,33,1,Gmaj7,Gmaj7,Gmaj7,"60,64,62,60,59,57,55,54",3
24912,382,34,1,G6,A-7,G6,"57,55,54,55,59,62,65,67",3
24913,382,35,1,Gmaj7,G-7,G-7,"69,66,67,69,66,62,59,60",3
24914,382,36,1,G6,G6,G6,"62,59,57,55,57",3
24915,382,37,1,G-7,G-7,G-7,"58,62,58",3
24916,382,38,1,G-6,G-6,G-6,"55,58,62,66",3
24917,382,39,1,G-7,G-7,G-7,"69,68,67,66,69,68,67,66",3
24918,382,40,1,G-6,G-6,G-6,"69,68,67,66,69,68,67,66",3
24919,382,41,1,Am7b5,G-7,Am7b5,"57,64,67,68",3
24920,382,42,1,D7,D7,D7,"71,70,69,71,70,69",3
24921,382,43,1,Bm7b5,Gmaj7,Bm7b5,"60,62,67,70,72,73,60,71,70",3
24922,382,44,1,E7,E7,E7,"72,73,72,70,72,73,72,70",3
24923,382,45,1,A-7,A-7,A-7,"71,70,69,68",3
24924,382,46,1,D7,D7,D7,,3
24925,382,47,1,Gmaj7,Gmaj7,Gmaj7,"67,62,67,62",3
24926,382,49,1,Gmaj7,G6,G6,"67,62,69,62",3
24927,382,50,1,G6,Gmaj7,G6,"67,62,69,62",3
24928,382,51,1,Gmaj7,G-7,G-7,"67,62,69,62",3
24929,382,52,1,G6,G6,G6,"67,62,67,71,67,62",3
24930,382,53,1,G-7,G-7,G-7,,3
24931,382,54,1,G-6,G-6,G-6,"67,70,66,69,67,62",3
24932,382,55,1,G-7,G-7,G-7,"66,62,64,58",3
24933,382,56,1,G-6,G-6,G-6,"57,55,57,52",3
24934,382,57,1,Am7b5,G-7,G-7,,3
24935,382,58,1,D7,D7,D7,"70,71,70,69,68",3
24936,382,59,1,Bm7b5,Gmaj7,Bm7b5,"66,65",3
24937,382,60,1,E7,E7,E7,"74,76",3
24938,382,61,1,A-7,A-7,A-7,"70,71,74,73,72,71,69,68",3
24939,382,62,1,D7,D7,D7,"71,68,69,67,66,64,62,60",3
24940,382,63,1,Gmaj7,Gmaj7,Gmaj7,"59,57,55,54,57,54,55",3
24941,382,65,1,C-7,G6,G6,"55,58,60,63,67,70",3
24942,382,66,1,F7,F7,F7,"67,69,65,67,63",3
24943,382,67,1,Bbmaj7,Bbmaj7,Bbmaj7,"60,62,65,64,63,61,62,64",3
24944,382,68,1,G-7,A-7,Bdim7,"60,58,59,53,54,56",3
24945,382,69,1,C-7,C-7,C-7,"53,55,51,48,51,53,52,51,53",3
24946,382,70,1,F7,F7,F7,"55,58,62,58,61,57,54",3
24947,382,71,1,Bbmaj7,Bbmaj7,Bbmaj7,"52,53,52,51,49,50,63,61,62,67,66,65,62,58",3
24948,382,73,1,A-7,G-7,F-7,"55,64,60,57,55,59,57",3
24949,382,74,1,D7,D7,D7,"56,59,57,55",3
24950,382,75,1,Gmaj7,Gmaj7,Gmaj7,"54,57,52,66,68",3
24951,382,77,1,F#-7,G6,G6,"71,70,69,68,66,64,63,61",3
24952,382,78,1,B7,E7,B7,"59,58,57,55,56,59,61,63",3
24953,382,79,1,Emaj7,E7,Emaj7,"66,63,59",3
24954,382,80,1,A-7,A-7,A-7,"68,71,69,67",3
24955,382,80,3,D7,D7,D7,"66,64,62,60",3
24956,382,81,1,Gmaj7,Gmaj7,Gmaj7,"59,62,57,54,55,59",3
24957,382,82,1,G6,A-7,G6,"62,59,60,64,67,71,65,66,69",3
24958,382,83,1,Gmaj7,G-7,G-7,"67,62,59,60,62,59",3
24959,382,84,1,G6,G6,G6,62,3
24960,382,85,1,G-7,G-7,G-7,"70,74,71",3
24961,382,86,1,G-6,G-6,G-6,"69,70,66,68",3
24962,382,87,1,G-7,G-7,G-7,"70,66,63,64,66,62",3
24963,382,88,1,G-6,G-6,G-6,"58,61,62,58,54",3
24964,382,89,1,Am7b5,G-7,Am7b5,,3
24965,382,90,1,D7,D7,D7,"70,71,69",3
24966,382,91,1,Bm7b5,Gmaj7,Bm7b5,"63,65,58,59,65,64",3
24967,382,92,1,E7,E7,E7,"62,60,59,57,56,59,56",3
24968,382,93,1,A-7,A-7,A-7,57,3
24969,382,94,1,D7,D7,D7,"65,64,63,62,60,58,57,55",3
24970,382,95,1,Gmaj7,Gmaj7,Gmaj7,"53,52,51,49,50",3
24971,382,97,1,Gmaj7,G6,G6,"66,67,66,62",3
24972,382,98,1,G6,Gmaj7,G6,,3
24973,383,2,1,C7,C7,C7,"71,64,62,64,62,64,62",4
24974,383,3,1,G7,F7,F7,"55,55,58,55,60",4
24975,383,4,1,C7,C7,C,"55,58,53,55,50,53",4
24976,383,5,1,G7,F7,F7,"48,50,53,55,58,53,55",4
24977,383,6,1,C7,G7,C,"53,55,58",4
24978,383,7,1,G7,G7,F7,"55,50,53,55,55",4
24979,383,8,1,C7,G7,C,"62,64,65,67",4
24980,383,9,1,G7,G7,F7,"62,60,62,60,55",4
24981,383,10,1,C7,G7,C,"58,57,58,60,55,58",4
24982,383,11,1,G7,G7,F7,"70,67,70,67",4
24983,383,12,1,C7,G7,C,"65,64,65,62,61,60,58,55",4
24984,383,13,1,G7,G7,F7,"58,53,55,58,55,58",4
24985,383,14,1,C7,G7,C,"60,55,58,53,55,58",4
24986,383,15,1,G7,G7,F7,"64,65,67,67",4
24987,383,16,1,C7,G7,C,"65,62,65",4
24988,383,17,1,G7,G7,F7,"67,65,67,65,65,67",4
24989,383,18,1,C7,G7,C,"62,65,62,60,62,60",4
24990,383,19,1,G7,G7,F7,"57,58,62,55",4
24991,383,20,1,C7,G7,C,"58,55,58,55,50",4
24992,383,21,1,G7,F7,F7,"62,65,67,70,65,67",4
24993,383,22,1,C7,G7,C,"65,62,60,58,55",4
24994,383,23,1,G7,F7,F7,"61,60,58,55,58,55,53,50",4
24995,383,24,1,C7,G7,C,"53,50,53,50",4
24996,383,25,1,G7,F7,F7,"65,67,61,60,58,55,52",4
24997,383,26,1,C7,G7,C,"55,55",4
24998,383,27,1,G7,F7,F7,"67,66,67,66,67,65,64",4
24999,383,28,1,C7,G7,C,"62,55,60,58",4
25000,383,29,1,G7,F7,F7,"60,55,60,55,58,58",4
25001,383,30,1,C7,G7,C,"61,62,65,65,62,60,58,55,54",4
25002,383,31,1,G7,F7,F7,"55,58",4
25003,383,32,1,C7,G7,C,"58,55,58,55,53,55,50",4
25004,383,33,1,G7,F7,F7,"55,58,60,62,65,62",4
25005,383,34,1,C7,G7,C,"60,58,55,53,50",4
25006,383,35,1,G7,F7,F7,"53,53,50,48,50",4
25007,383,36,1,C7,G7,C,"69,70,67,70,67,65",4
25008,383,37,1,G7,F7,F7,"67,66,67,65,67,65",4
25009,383,38,1,C7,G7,C,"62,65,62,60,55",4
25010,383,39,1,G7,F7,F7,"60,58,55,58,57,58,55",4
25011,383,40,1,C7,G7,C,"65,67",4
25012,383,41,1,G7,F7,F7,"65,67,65,67",4
25013,383,42,1,C7,G7,C,"55,71,72,70,67",4
25014,383,43,1,G7,F7,F7,"72,73,70,67",4
25015,383,44,1,C7,G7,C,"70,67,71,72,70,67,65,67",4
25016,383,45,1,G7,F7,F7,"71,72,72,70,67,71,72,70",4
25017,383,46,1,C7,G7,C,"67,70,71,72,70,67",4
25018,383,47,1,G7,F7,F7,"65,72,74,67,65,62,61,60",4
25019,383,48,1,C7,G7,C,"58,60,62,61",4
25020,383,49,1,G7,F7,F7,,4
25021,384,2,1,C7,C7,C7,,3
25022,384,3,1,G7,G7,Ab7,"62,64,62",3
25023,384,4,1,C7,C7,C7,"55,60,62,59,55",3
25024,384,5,1,G7,G7,G7,"57,55,52",3
25025,384,6,1,C7,C7,C7,"55,60,62",3
25026,384,7,1,G7,G7,G7,"59,55,57,55",3
25027,384,8,1,C7,C7,C7,"64,62,58,55,57",3
25028,384,9,1,G7,G7,G7,"59,62,67",3
25029,384,10,1,C7,C7,C7,"69,67,64,62",3
25030,384,11,1,G7,G7,G7,"64,62,67,64",3
25031,384,12,1,C7,C7,C7,"59,60,58,60,58",3
25032,384,13,1,G7,G7,G7,"55,53,55",3
25033,384,14,1,C7,C7,C7,"58,60,62,65,67",3
25034,384,15,1,G7,G7,G7,"70,70,65,67,65,62",3
25035,384,16,1,C7,C7,C7,"60,62,62,69,70,69,70",3
25036,384,17,1,G7,G7,G7,67,3
25037,384,18,1,C7,C7,C7,"62,65,65,67,65,62",3
25038,384,19,1,G7,G7,G7,"54,58",3
25039,384,20,1,C7,C7,C7,"60,62,60,58,55,53",3
25040,384,21,1,C7,G7,G7,"55,50,53,48,50,53",3
25041,384,22,1,C7,G7,G7,"55,58,60,62,65",3
25042,384,23,1,G7,G7,G7,"67,70,72,67,70,67,65",3
25043,384,24,1,C7,C7,C7,"60,62,60,58,55,58,60",3
25044,384,25,1,G7,G7,G7,"67,67",3
25045,384,26,1,C7,C7,C7,"72,73,74,72,67",3
25046,384,27,1,G7,G7,G7,"69,70,69,72,70,67,65",3
25047,384,28,1,C7,C7,C7,"64,65,62,61,60",3
25048,384,29,1,G7,G7,G7,,3
25049,384,30,1,C7,C7,C7,"65,69,67,67,69",3
25050,384,31,1,G7,G7,G7,"67,69,67,65",3
25051,384,32,1,C7,C7,C7,"62,61,60,58,60,58,55,53",3
25052,384,33,1,G7,G7,G7,"55,58,60,58,55",3
25053,384,34,1,C7,C7,C7,"64,62,64,62,64,67",3
25054,384,35,1,G7,G7,G7,"55,58,60,62",3
25055,384,36,1,C7,C7,C7,"64,62,57,55,57,57,55,53",3
25056,385,2,1,E-7,G7,D-7,55,10
25057,385,2,3,A7,A7,A7,49,10
25058,385,3,1,D-7,D-7,D-7,"55,50,55",10
25059,385,3,3,G7,G7,G7,,10
25060,385,4,1,C6,Cmaj7,C6,"55,50,55,48,55,50,55",10
25061,385,5,1,C6,D-7,C6,"48,55,50",10
25062,385,6,1,E-7,E-7,E-7,"55,52",10
25063,385,6,3,A7,A7,A7,55,10
25064,385,7,1,D-7,D-7,D-7,"55,50",10
25065,385,7,3,G7,G7,G7,"55,50,55",10
25066,385,8,1,C6,C6,C6,"48,55,50,55,50,55",10
25067,385,9,1,Em7b5,C7,Em7b5,"48,55,52,55",10
25068,385,10,1,A7,A7,A7,"59,62,65,61,64,58,55,56",10
25069,385,11,1,D-7,D-7,D-7,"57,53,50,55,52,53,57,60",10
25070,385,12,1,G7,G7,G7,"64,53,57,60,63,59,56,54",10
25071,385,13,1,C6,C6,C6,"55,48",10
25072,385,13,3,C7,C7,C,"65,52",10
25073,385,14,1,Fmaj7,F7,F,"55,53",10
25074,385,14,3,F#dim,E-7,F#dim,"57,54",10
25075,385,15,1,C,E-7,C,55,10
25076,385,15,3,G7,E-7,G7,"50,55",10
25077,385,16,1,C7,C7,C7,"48,55,55,50,55",10
25078,385,17,1,C6,F,F,"48,55,48,55",10
25079,385,18,1,E-7,E-7,E-7,"48,55,49",10
25080,385,18,3,A7,A7,A7,,10
25081,385,19,1,D-7,D-7,D-7,"55,50,55,50,55",10
25082,385,20,1,C6,G7,G7,"48,55,53,57",10
25083,385,21,1,C6,D-7,F-7,"55,48,57,59,61,65",10
25084,385,22,1,E-7,D-7,E-7,"62,63,64,65,63,62",10
25085,385,22,3,A7,A7,A7,"61,58,57,55",10
25086,385,23,1,D-7,D-7,D-7,"52,53,57,60",10
25087,385,23,3,G7,G7,G7,"64,55,59,62",10
25088,385,24,1,C6,C6,C6,"60,55,52,57",10
25089,385,25,1,Em7b5,C7,Em7b5,"55,58,62,65,62",10
25090,385,26,1,A7,A7,A7,"64,62,61,64,67,72,70,69,67",10
25091,385,27,1,D-7,D-7,D-7,"68,69,65,64,62,67,70,68,67,66,65,64",10
25092,385,28,1,G7,G7,G7,"62,60,59,64,65,69,67,65",10
25093,385,29,1,C6,C6,C6,"64,54,55,58,55",10
25094,385,29,3,C7,C7,C6,"62,60,58,56",10
25095,385,30,1,F,F7,F,"57,60,62,64",10
25096,385,30,3,F#dim,E-7,F#dim,"67,65,64,62",10
25097,385,31,1,C,F,C,"60,57,55,53",10
25098,385,31,3,G7,E-7,G7,"52,55,50,55",10
25099,385,32,1,C7,C7,C7,"48,55,59,60",10
25100,385,33,1,C6,F,F,"65,64,60,55,59,60",10
25101,385,34,1,E-7,G7,E-7,70,10
25102,385,34,3,A7,A7,A7,"71,69",10
25103,385,35,1,D-7,D-7,D-7,"67,60",10
25104,385,35,3,G7,G7,G7,,10
25105,385,36,1,C6,C6,C6,"60,62,65,67,66,67",10
25106,385,37,1,C6,C7,C6,"65,66,67",10
25107,385,38,1,E-7,E-7,E-7,,10
25108,385,38,3,A7,A7,A7,"60,67",10
25109,385,39,1,D-7,D-7,D-7,"68,69",10
25110,385,39,3,G7,G7,G7,"67,65",10
25111,385,40,1,C6,C6,C6,"64,70,64,73,76",10
25112,385,42,1,A7,C7,E-7,"74,73",10
25113,385,43,1,D-7,D-7,D-7,,10
25114,385,44,1,G7,G7,G7,"73,74,72,69,71,68,67,65",10
25115,385,45,1,C6,C6,C6,"64,67,62,61",10
25116,385,45,3,C7,C7,C7,"60,59,58,56",10
25117,385,46,1,F,F7,F,"57,53,52,50",10
25118,385,46,3,F#dim,E-7,F#dim,"56,54,55,53",10
25119,385,47,1,C,F,C,"52,55,57,59",10
25120,385,47,3,G7,E-7,G7,"62,59,60,60",10
25121,385,48,1,C7,C7,C7,"59,60,64,67,71,69,67,59",10
25122,385,49,1,C6,F,C7,"60,65,64,60,57,56,55,53",10
25123,385,50,1,E-7,G7,E-7,"52,62,59,55",10
25124,385,50,3,A7,A7,A7,"61,58,54,50",10
25125,385,51,1,D-7,D-7,D-7,"60,57,53,57",10
25126,385,51,3,G7,G7,G7,"59,57",10
25127,385,52,1,C6,C6,C6,"55,52",10
25128,385,53,1,C6,C7,Em7b5,"66,68,71,70,68,67",10
25129,385,54,1,E-7,E-7,E-7,69,10
25130,385,54,3,A7,A7,A7,"70,69,64",10
25131,385,55,1,D-7,D-7,D-7,"67,66,65,57",10
25132,385,55,3,G7,G7,G7,"64,65,62,59",10
25133,385,56,1,C6,C6,C6,"60,55,52,55,53,55,56,54",10
25134,385,57,1,Em7b5,C7,C6,"55,52,46",10
25135,385,58,1,A7,A7,A7,"45,56,57,55",10
25136,385,59,1,D-7,D-7,D-7,"52,53,48,44",10
25137,385,60,1,G7,G7,G7,"56,60,65",10
25138,385,61,1,C6,C6,C6,"65,65,65,65",10
25139,385,61,3,C7,C7,C,"64,60",10
25140,385,62,1,F,F,F,,10
25141,385,62,3,F#dim,E-7,F#dim,"68,69,68,67,64",10
25142,385,63,1,C,F,C,"65,66,65,64,62",10
25143,385,63,3,G7,E-7,C7,"60,55",10
25144,385,64,1,C7,C7,C7,,10
25145,385,65,1,C6,F,F,"62,59,60,67,71,69",10
25146,385,66,1,E-7,G7,E-7,"67,65,64,62",10
25147,385,66,3,A7,A7,A7,"61,64,67,70,68",10
25148,385,67,1,D-7,D-7,D-7,"69,65,64,62",10
25149,385,67,3,G7,G7,G7,"67,65,64,62",10
25150,385,68,1,C6,C6,C6,"60,62,64,65,67,69,71",10
25151,385,69,1,C6,C7,E-7,"72,71,69,66",10
25152,385,70,1,E-7,E-7,E-7,"67,65,64",10
25153,385,70,3,A7,A7,A7,"62,60,55",10
25154,385,71,1,D-7,D-7,D-7,"63,64,65",10
25155,385,71,3,G7,G7,G7,64,10
25156,385,72,1,C6,C6,C6,"64,67,60,62,64,55,58",10
25157,385,73,1,Em7b5,C7,C6,"56,58,62,69",10
25158,385,74,1,A7,A7,A7,"72,70,65,61,63,64",10
25159,385,75,1,D-7,D-7,D-7,"55,56,67,65,70",10
25160,385,76,1,G7,G7,G7,"68,63,59,61,55",10
25161,385,77,1,C6,C6,C6,"60,65,60",10
25162,385,77,3,C7,C7,C,"64,60,58,56",10
25163,385,78,1,F,F,F,"57,60,62,64",10
25164,385,78,3,F#dim,E-7,F#dim,"65,67,65,72,68",10
25165,385,79,1,C,F,C,"67,65,64,62",10
25166,385,79,3,G7,E-7,F-7,60,10
25167,385,80,1,C7,C7,C7,"68,69,68,67",10
25168,385,81,1,C7,F,C7,"65,67",10
25169,385,82,1,E-7,F7,C7,,10
25170,385,82,3,A7,A7,A7,,10
25171,386,2,1,E-7,F7,F-7,"64,62,61,64",2
25172,386,2,3,A7,A7,A7,"67,70,67,68",2
25173,386,3,1,D-7,D-7,D-7,"69,65,64,62",2
25174,386,3,3,G7,G7,G7,"67,59,60,65",2
25175,386,4,1,C6,C6,C6,"64,60,57,54,56,58,56,55,53",2
25176,386,5,1,C6,F7,E-7,"52,62,59",2
25177,386,6,1,E-7,F7,E-7,68,2
25178,386,6,3,A7,A7,A7,"69,71,70,69,67",2
25179,386,7,1,D-7,D-7,D-7,"64,65",2
25180,386,7,3,G7,G7,G7,,2
25181,386,8,1,C6,C6,C6,"60,67",2
25182,386,9,1,Em7b5,D-7,C6,"60,60,67,60",2
25183,386,10,1,A7,A7,A7,"62,65,62,63,64,62,61,57",2
25184,386,11,1,D-7,D-7,D-7,"64,67,64,61,62,64,65,67,69,68",2
25185,386,12,1,G7,G7,G7,"55,56,65",2
25186,386,13,1,C6,C6,C6,,2
25187,386,13,3,C7,D-7,F7,,2
25188,386,14,1,F,F7,F7,"59,60",2
25189,386,14,3,F#dim,E-7,F#dim,,2
25190,386,15,1,C,A7,C,,2
25191,386,15,3,G7,F,G7,"59,60",2
25192,386,16,1,C7,C7,C7,59,2
25193,386,17,1,C6,F,C6,60,2
25194,386,18,1,E-7,F,D-7,"65,67",2
25195,386,18,3,A7,A7,A7,"66,63,60",2
25196,386,19,1,D-7,D-7,D-7,,2
25197,386,19,3,G7,G7,G7,,2
25198,386,20,1,C6,C6,C6,"66,68,72,71,69,67,64",2
25199,386,21,1,C6,F,E-7,"62,60,59,56,57,53,55,53,55,57,62",2
25200,386,22,1,E-7,F,E-7,59,2
25201,386,22,3,A7,A7,A7,,2
25202,386,23,1,D-7,D-7,D-7,"61,62,69,72",2
25203,386,23,3,G7,G7,G7,"71,67,69,71",2
25204,386,24,1,C6,C6,C6,"69,67,64,59,60,64,67",2
25205,386,25,1,Em7b5,F,C6,"70,64",2
25206,386,26,1,A7,A7,A7,"63,68,62,60,61,64,67,70",2
25207,386,27,1,D-7,D-7,D-7,"69,62,63,64,67,65,55,57,60",2
25208,386,28,1,G7,G7,G7,"64,62,57,60,59,62,65,69",2
25209,386,29,1,C6,C6,C6,"67,59,60,65",2
25210,386,29,3,C7,F,C7,"64,60,58,56",2
25211,386,30,1,F,F,F,"57,60,62,64",2
25212,386,30,3,F#dim,E-7,F#dim,"67,65,64,62",2
25213,386,31,1,C,F,C,"60,57,55,53",2
25214,386,31,3,G7,F,G7,"52,55,57,59",2
25215,386,32,1,C7,C7,C7,"62,59,62,63,59,56,55,53",2
25216,386,33,1,C6,F,C6,"52,58,62,59,60,55,65,63",2
25217,386,34,1,E-7,F,E-7,"64,55,61,64",2
25218,386,34,3,A7,A7,A7,"62,63,61",2
25219,386,35,1,D-7,D-7,D-7,,2
25220,386,35,3,G7,G7,G7,60,2
25221,386,36,1,C6,C6,C6,"65,67,66,63,60,63,66,67",2
25222,386,37,1,C6,F,D-7,"66,63,60,63,66,67,65,63",2
25223,386,38,1,E-7,F,E-7,"60,63,65,66",2
25224,386,38,3,A7,A7,A7,"65,63",2
25225,386,39,1,D-7,D-7,D-7,,2
25226,386,39,3,G7,G7,G7,,2
25227,386,40,1,C6,C6,C6,"71,72,71,70",2
25228,386,41,1,Em7b5,F,C6,"74,76",2
25229,386,42,1,A7,A7,A7,"75,74,73,69",2
25230,386,43,1,D-7,D-7,D-7,"74,73,61",2
25231,386,44,1,G7,G7,G7,"62,63,65,68,72,69,71,69,67,65",2
25232,386,45,1,C6,C6,C6,"64,67,62,61",2
25233,386,45,3,C7,F,C7,"60,72,70",2
25234,386,46,1,F,F,F,"67,69,65,63",2
25235,386,46,3,F#dim,E-7,F#dim,,2
25236,386,47,1,C,F,C,67,2
25237,386,47,3,G7,F,F7,"71,72,71,69",2
25238,386,48,1,C7,C7,C7,"67,69,71,72,71,69,67,69",2
25239,386,49,1,C6,F,C6,"71,72,71,69,67,69,71,72",2
25240,386,50,1,E-7,F,E-7,"71,69,67,69",2
25241,386,50,3,A7,A7,A7,"71,72,71,69",2
25242,386,51,1,D-7,D-7,D-7,"67,69,71,72",2
25243,386,51,3,G7,G7,G7,"71,69,67,69",2
25244,386,52,1,C6,C6,C6,"71,72,71,69,67,69,71,72",2
25245,386,53,1,C6,F,C6,"71,69,67,69,71,72,71,69",2
25246,386,54,1,E-7,F,E-7,"67,65,64,62",2
25247,386,54,3,A7,A7,A7,"61,64,67,70",2
25248,386,55,1,D-7,D-7,D-7,"69,65,64,62",2
25249,386,55,3,G7,G7,G7,"67,65,64,62",2
25250,386,56,1,C6,C6,C6,"60,55,57,59,60,62,64,65",2
25251,386,57,1,Em7b5,F,C6,"67,58",2
25252,386,58,1,A7,A7,A7,"68,69,67,64",2
25253,386,59,1,D-7,D-7,D-7,"65,55,56",2
25254,386,60,1,G7,G7,G7,"58,60,65,62,64",2
25255,386,61,1,C6,C6,C6,"65,60,64,65",2
25256,386,61,3,C7,F,F7,"63,60,65",2
25257,386,62,1,F,F,F,"64,60",2
25258,386,62,3,F#dim,E-7,F#dim,"65,60,64,65",2
25259,386,63,1,C,F,C,"64,60",2
25260,386,63,3,G7,F,G7,"65,60,55,53",2
25261,386,64,1,C7,C7,C7,"54,57,60,64,63,59,56,54",2
25262,386,65,1,C7,F,C6,"55,48",2
25263,386,66,1,E-7,F,Fmaj7,,2
25264,386,66,3,A7,A7,A7,,2
25265,386,67,1,D-7,D-7,D-7,,2
25266,387,5,1,Eb7,Eb7,Eb7,"61,58,65,64,63,61,58",2
25267,387,7,1,Bb7,Bb7,Bb7,"62,58,57,58,62,65,67",2
25268,387,9,1,C-7,Eb7,Eb7,"69,70,67,63,62,60,65,62",2
25269,387,10,1,F7,F7,F7,"63,58,55,53,61,57,53",2
25270,387,11,1,Bb7,Bb7,Bb7,"60,57,53,50,55,55,53,46,58",2
25271,387,13,1,Bb7,Bb7,Eb7,"62,65,65,65,62,58,67",2
25272,387,14,1,Eb7,Eb7,Eb7,"63,63,60,57,53",2
25273,387,15,1,Bb7,Bb7,Bb7,"56,59,62,67,62,65,66,62,62,59,58,56",2
25274,387,17,1,Eb7,Eb7,Eb7,"55,58,61,65,61,63,61,58,53,52,52,53,55,52",2
25275,387,19,1,Bb7,Bb7,Bb7,"53,50",2
25276,387,20,1,G7,Eb7,D-7,"56,70,68,70",2
25277,387,21,1,C-7,C-7,C-7,"67,65,67",2
25278,387,22,1,F7,F7,F7,"54,68,66,68",2
25279,387,23,1,Bb7,Bb7,Bb7,"65,63,65,60",2
25280,387,25,1,Bb7,F7,Eb7,"65,65,70,72,70,67,65,60",2
25281,387,26,1,Eb7,Eb7,Eb7,"58,55,53",2
25282,387,27,1,Bb7,Bb7,Bb7,"48,48,44,55,53,48,51,50,61,59,54",2
25283,387,29,1,Eb7,Eb7,Eb7,"58,55,70",2
25284,387,31,1,Bb7,Bb7,Bb7,"70,70,70,70,70,69,72,69,67,67,65",2
25285,387,33,1,C-7,G7,Eb7,"70,70",2
25286,387,34,1,F7,F7,F7,"69,69,63,67",2
25287,387,35,1,Bb7,Bb7,Bb7,"65,65,62,65,62,63,65,62,55,53",2
25288,387,37,1,Bb7,F7,Eb7,"60,56,54,55,62,65,65",2
25289,387,38,1,Eb7,Eb7,Eb7,"63,58,58,64,65,67,64",2
25290,387,39,1,Bb7,Bb7,Bb7,"65,62,63,63,62,67",2
25291,387,41,1,Eb7,Eb7,Eb7,"70,67,72,70",2
25292,387,42,1,Ab7,Bb7,Eb7,"66,74,72,70,66,65,63",2
25293,387,43,1,Bb7,G7,Eb7,"62,67,70,67,72,70,65,64,70,72,70,64",2
25294,387,45,1,C-7,G7,Eb7,63,2
25295,387,46,1,F7,F7,F7,"74,72,70,67,69,67,65,63",2
25296,387,47,1,Bb7,Bb7,Bb7,"62,60,58,53,57,58,58,63,67",2
25297,387,49,1,Bb7,F7,Eb7,"68,67",2
25298,387,50,1,Eb7,Eb7,Eb7,"64,65,62,63,61",2
25299,387,51,1,Bb7,Bb7,Bb7,"62,62,58,60,57,58,55,56,52,55,51,53,50,51,49,50,50,50",2
25300,387,53,1,Eb7,Eb7,Eb7,49,2
25301,387,54,1,Bb7,Bb7,Eb7,"61,66,67,70,72,73,73,69,70,67,68,65,67,64,65,67,64",2
25302,387,57,1,C-7,G7,Eb7,"64,62,63,60,62,59,60",2
25303,387,58,1,Fdim,F7,F7,"55,58,55,57,53,55,51",2
